date,close
2000-01-03,1455.21997070
2000-01-04,1399.42004395
2000-01-05,1402.10998535
2000-01-06,1403.44995117
2000-01-07,1441.46997070
2000-01-10,1457.59997559
2000-01-11,1438.56005859
2000-01-12,1432.25000000
2000-01-13,1449.68005371
2000-01-14,1465.15002441
2000-01-18,1455.14001465
2000-01-19,1455.90002441
2000-01-20,1445.56994629
2000-01-21,1441.35998535
2000-01-24,1401.53002930
2000-01-25,1410.03002930
2000-01-26,1404.08996582
2000-01-27,1398.56005859
2000-01-28,1360.16003418
2000-01-31,1394.45996094
2000-02-01,1409.28002930
2000-02-02,1409.11999512
2000-02-03,1424.96997070
2000-02-04,1424.36999512
2000-02-07,1424.23999023
2000-02-08,1441.71997070
2000-02-09,1411.70996094
2000-02-10,1416.82995605
2000-02-11,1387.11999512
2000-02-14,1389.93994141
2000-02-15,1402.05004883
2000-02-16,1387.67004395
2000-02-17,1388.26000977
2000-02-18,1346.08996582
2000-02-22,1352.17004395
2000-02-23,1360.68994141
2000-02-24,1353.43005371
2000-02-25,1333.35998535
2000-02-28,1348.05004883
2000-02-29,1366.42004395
2000-03-01,1379.18994141
2000-03-02,1381.76000977
2000-03-03,1409.17004395
2000-03-06,1391.28002930
2000-03-07,1355.61999512
2000-03-08,1366.69995117
2000-03-09,1401.68994141
2000-03-10,1395.06994629
2000-03-13,1383.61999512
2000-03-14,1359.15002441
2000-03-15,1392.14001465
2000-03-16,1458.46997070
2000-03-17,1464.46997070
2000-03-20,1456.63000488
2000-03-21,1493.86999512
2000-03-22,1500.64001465
2000-03-23,1527.34997559
2000-03-24,1527.45996094
2000-03-27,1523.85998535
2000-03-28,1507.72998047
2000-03-29,1508.52001953
2000-03-30,1487.92004395
2000-03-31,1498.57995605
2000-04-03,1505.96997070
2000-04-04,1494.72998047
2000-04-05,1487.36999512
2000-04-06,1501.33996582
2000-04-07,1516.34997559
2000-04-10,1504.45996094
2000-04-11,1500.58996582
2000-04-12,1467.17004395
2000-04-13,1440.51000977
2000-04-14,1356.56005859
2000-04-17,1401.43994141
2000-04-18,1441.60998535
2000-04-19,1427.46997070
2000-04-20,1434.54003906
2000-04-24,1429.85998535
2000-04-25,1477.43994141
2000-04-26,1460.98999023
2000-04-27,1464.92004395
2000-04-28,1452.43005371
2000-05-01,1468.25000000
2000-05-02,1446.29003906
2000-05-03,1415.09997559
2000-05-04,1409.56994629
2000-05-05,1432.63000488
2000-05-08,1424.17004395
2000-05-09,1412.14001465
2000-05-10,1383.05004883
2000-05-11,1407.81005859
2000-05-12,1420.95996094
2000-05-15,1452.35998535
2000-05-16,1466.04003906
2000-05-17,1447.80004883
2000-05-18,1437.20996094
2000-05-19,1406.94995117
2000-05-22,1400.71997070
2000-05-23,1373.85998535
2000-05-24,1399.05004883
2000-05-25,1381.52001953
2000-05-26,1378.02001953
2000-05-30,1422.44995117
2000-05-31,1420.59997559
2000-06-01,1448.81005859
2000-06-02,1477.26000977
2000-06-05,1467.63000488
2000-06-06,1457.83996582
2000-06-07,1471.35998535
2000-06-08,1461.67004395
2000-06-09,1456.94995117
2000-06-12,1446.00000000
2000-06-13,1469.43994141
2000-06-14,1470.54003906
2000-06-15,1478.72998047
2000-06-16,1464.45996094
2000-06-19,1486.00000000
2000-06-20,1475.94995117
2000-06-21,1479.13000488
2000-06-22,1452.18005371
2000-06-23,1441.47998047
2000-06-26,1455.31005859
2000-06-27,1450.55004883
2000-06-28,1454.81994629
2000-06-29,1442.39001465
2000-06-30,1454.59997559
2000-07-03,1469.54003906
2000-07-05,1446.22998047
2000-07-06,1456.67004395
2000-07-07,1478.90002441
2000-07-10,1475.61999512
2000-07-11,1480.88000488
2000-07-12,1492.92004395
2000-07-13,1495.83996582
2000-07-14,1509.97998047
2000-07-17,1510.48999023
2000-07-18,1493.73999023
2000-07-19,1481.95996094
2000-07-20,1495.56994629
2000-07-21,1480.18994141
2000-07-24,1464.29003906
2000-07-25,1474.46997070
2000-07-26,1452.42004395
2000-07-27,1449.61999512
2000-07-28,1419.89001465
2000-07-31,1430.82995605
2000-08-01,1438.09997559
2000-08-02,1438.69995117
2000-08-03,1452.56005859
2000-08-04,1462.93005371
2000-08-07,1479.31994629
2000-08-08,1482.80004883
2000-08-09,1472.86999512
2000-08-10,1460.25000000
2000-08-11,1471.83996582
2000-08-14,1491.56005859
2000-08-15,1484.43005371
2000-08-16,1479.84997559
2000-08-17,1496.06994629
2000-08-18,1491.71997070
2000-08-21,1499.47998047
2000-08-22,1498.13000488
2000-08-23,1505.96997070
2000-08-24,1508.31005859
2000-08-25,1506.44995117
2000-08-28,1514.08996582
2000-08-29,1509.83996582
2000-08-30,1502.58996582
2000-08-31,1517.68005371
2000-09-01,1520.77001953
2000-09-05,1507.07995605
2000-09-06,1492.25000000
2000-09-07,1502.51000977
2000-09-08,1494.50000000
2000-09-11,1489.26000977
2000-09-12,1481.98999023
2000-09-13,1484.91003418
2000-09-14,1480.86999512
2000-09-15,1465.81005859
2000-09-18,1444.51000977
2000-09-19,1459.90002441
2000-09-20,1451.33996582
2000-09-21,1449.05004883
2000-09-22,1448.71997070
2000-09-25,1439.03002930
2000-09-26,1427.20996094
2000-09-27,1426.56994629
2000-09-28,1458.29003906
2000-09-29,1436.51000977
2000-10-02,1436.22998047
2000-10-03,1426.45996094
2000-10-04,1434.31994629
2000-10-05,1436.28002930
2000-10-06,1408.98999023
2000-10-09,1402.03002930
2000-10-10,1387.02001953
2000-10-11,1364.58996582
2000-10-12,1329.78002930
2000-10-13,1374.17004395
2000-10-16,1374.61999512
2000-10-17,1349.96997070
2000-10-18,1342.13000488
2000-10-19,1388.76000977
2000-10-20,1396.93005371
2000-10-23,1395.78002930
2000-10-24,1398.13000488
2000-10-25,1364.90002441
2000-10-26,1364.43994141
2000-10-27,1379.57995605
2000-10-30,1398.66003418
2000-10-31,1429.40002441
2000-11-01,1421.21997070
2000-11-02,1428.31994629
2000-11-03,1426.68994141
2000-11-06,1432.18994141
2000-11-07,1431.86999512
2000-11-08,1409.28002930
2000-11-09,1400.14001465
2000-11-10,1365.97998047
2000-11-13,1351.26000977
2000-11-14,1382.94995117
2000-11-15,1389.81005859
2000-11-16,1372.31994629
2000-11-17,1367.71997070
2000-11-20,1342.61999512
2000-11-21,1347.34997559
2000-11-22,1322.35998535
2000-11-24,1341.77001953
2000-11-27,1348.96997070
2000-11-28,1336.08996582
2000-11-29,1341.93005371
2000-11-30,1314.94995117
2000-12-01,1315.22998047
2000-12-04,1324.96997070
2000-12-05,1376.54003906
2000-12-06,1351.45996094
2000-12-07,1343.55004883
2000-12-08,1369.89001465
2000-12-11,1380.19995117
2000-12-12,1371.18005371
2000-12-13,1359.98999023
2000-12-14,1340.93005371
2000-12-15,1312.15002441
2000-12-18,1322.73999023
2000-12-19,1305.59997559
2000-12-20,1264.73999023
2000-12-21,1274.85998535
2000-12-22,1305.94995117
2000-12-26,1315.18994141
2000-12-27,1328.92004395
2000-12-28,1334.21997070
2000-12-29,1320.28002930
2001-01-02,1283.27001953
2001-01-03,1347.56005859
2001-01-04,1333.33996582
2001-01-05,1298.34997559
2001-01-08,1295.85998535
2001-01-09,1300.80004883
2001-01-10,1313.27001953
2001-01-11,1326.81994629
2001-01-12,1318.55004883
2001-01-16,1326.65002441
2001-01-17,1329.46997070
2001-01-18,1347.96997070
2001-01-19,1342.54003906
2001-01-22,1342.90002441
2001-01-23,1360.40002441
2001-01-24,1364.30004883
2001-01-25,1357.51000977
2001-01-26,1354.94995117
2001-01-29,1364.17004395
2001-01-30,1373.72998047
2001-01-31,1366.01000977
2001-02-01,1373.46997070
2001-02-02,1349.46997070
2001-02-05,1354.31005859
2001-02-06,1352.26000977
2001-02-07,1340.89001465
2001-02-08,1332.53002930
2001-02-09,1314.76000977
2001-02-12,1330.31005859
2001-02-13,1318.80004883
2001-02-14,1315.92004395
2001-02-15,1326.60998535
2001-02-16,1301.53002930
2001-02-20,1278.93994141
2001-02-21,1255.27001953
2001-02-22,1252.81994629
2001-02-23,1245.85998535
2001-02-26,1267.65002441
2001-02-27,1257.93994141
2001-02-28,1239.93994141
2001-03-01,1241.22998047
2001-03-02,1234.18005371
2001-03-05,1241.41003418
2001-03-06,1253.80004883
2001-03-07,1261.89001465
2001-03-08,1264.73999023
2001-03-09,1233.42004395
2001-03-12,1180.16003418
2001-03-13,1197.66003418
2001-03-14,1166.70996094
2001-03-15,1173.56005859
2001-03-16,1150.53002930
2001-03-19,1170.81005859
2001-03-20,1142.61999512
2001-03-21,1122.14001465
2001-03-22,1117.57995605
2001-03-23,1139.82995605
2001-03-26,1152.68994141
2001-03-27,1182.17004395
2001-03-28,1153.29003906
2001-03-29,1147.94995117
2001-03-30,1160.32995605
2001-04-02,1145.86999512
2001-04-03,1106.45996094
2001-04-04,1103.25000000
2001-04-05,1151.43994141
2001-04-06,1128.43005371
2001-04-09,1137.58996582
2001-04-10,1168.38000488
2001-04-11,1165.89001465
2001-04-12,1183.50000000
2001-04-16,1179.68005371
2001-04-17,1191.81005859
2001-04-18,1238.16003418
2001-04-19,1253.68994141
2001-04-20,1242.97998047
2001-04-23,1224.35998535
2001-04-24,1209.46997070
2001-04-25,1228.75000000
2001-04-26,1234.52001953
2001-04-27,1253.05004883
2001-04-30,1249.45996094
2001-05-01,1266.43994141
2001-05-02,1267.43005371
2001-05-03,1248.57995605
2001-05-04,1266.60998535
2001-05-07,1263.51000977
2001-05-08,1261.19995117
2001-05-09,1255.54003906
2001-05-10,1255.18005371
2001-05-11,1245.67004395
2001-05-14,1248.92004395
2001-05-15,1249.43994141
2001-05-16,1284.98999023
2001-05-17,1288.48999023
2001-05-18,1291.95996094
2001-05-21,1312.82995605
2001-05-22,1309.38000488
2001-05-23,1289.05004883
2001-05-24,1293.17004395
2001-05-25,1277.89001465
2001-05-29,1267.93005371
2001-05-30,1248.07995605
2001-05-31,1255.81994629
2001-06-01,1260.67004395
2001-06-04,1267.10998535
2001-06-05,1283.56994629
2001-06-06,1270.03002930
2001-06-07,1276.95996094
2001-06-08,1264.95996094
2001-06-11,1254.39001465
2001-06-12,1255.84997559
2001-06-13,1241.59997559
2001-06-14,1219.86999512
2001-06-15,1214.35998535
2001-06-18,1208.43005371
2001-06-19,1212.57995605
2001-06-20,1223.14001465
2001-06-21,1237.04003906
2001-06-22,1225.34997559
2001-06-25,1218.59997559
2001-06-26,1216.76000977
2001-06-27,1211.06994629
2001-06-28,1226.19995117
2001-06-29,1224.38000488
2001-07-02,1236.71997070
2001-07-03,1234.44995117
2001-07-05,1219.23999023
2001-07-06,1190.58996582
2001-07-09,1198.78002930
2001-07-10,1181.52001953
2001-07-11,1180.18005371
2001-07-12,1208.14001465
2001-07-13,1215.68005371
2001-07-16,1202.44995117
2001-07-17,1214.43994141
2001-07-18,1207.70996094
2001-07-19,1215.02001953
2001-07-20,1210.84997559
2001-07-23,1191.03002930
2001-07-24,1171.65002441
2001-07-25,1190.48999023
2001-07-26,1202.93005371
2001-07-27,1205.81994629
2001-07-30,1204.52001953
2001-07-31,1211.22998047
2001-08-01,1215.93005371
2001-08-02,1220.75000000
2001-08-03,1214.34997559
2001-08-06,1200.47998047
2001-08-07,1204.40002441
2001-08-08,1183.53002930
2001-08-09,1183.43005371
2001-08-10,1190.16003418
2001-08-13,1191.29003906
2001-08-14,1186.72998047
2001-08-15,1178.02001953
2001-08-16,1181.66003418
2001-08-17,1161.96997070
2001-08-20,1171.41003418
2001-08-21,1157.26000977
2001-08-22,1165.31005859
2001-08-23,1162.08996582
2001-08-24,1184.93005371
2001-08-27,1179.20996094
2001-08-28,1161.51000977
2001-08-29,1148.56005859
2001-08-30,1129.03002930
2001-08-31,1133.57995605
2001-09-04,1132.93994141
2001-09-05,1131.73999023
2001-09-06,1106.40002441
2001-09-07,1085.78002930
2001-09-10,1092.54003906
2001-09-17,1038.77001953
2001-09-18,1032.73999023
2001-09-19,1016.09997559
2001-09-20,984.53997803
2001-09-21,965.79998779
2001-09-24,1003.45001221
2001-09-25,1012.27001953
2001-09-26,1007.03997803
2001-09-27,1018.60998535
2001-09-28,1040.93994141
2001-10-01,1038.55004883
2001-10-02,1051.32995605
2001-10-03,1072.28002930
2001-10-04,1069.63000488
2001-10-05,1071.38000488
2001-10-08,1062.43994141
2001-10-09,1056.75000000
2001-10-10,1080.98999023
2001-10-11,1097.43005371
2001-10-12,1091.65002441
2001-10-15,1089.97998047
2001-10-16,1097.54003906
2001-10-17,1077.08996582
2001-10-18,1068.60998535
2001-10-19,1073.47998047
2001-10-22,1089.90002441
2001-10-23,1084.78002930
2001-10-24,1085.19995117
2001-10-25,1100.08996582
2001-10-26,1104.60998535
2001-10-29,1078.30004883
2001-10-30,1059.79003906
2001-10-31,1059.78002930
2001-11-01,1084.09997559
2001-11-02,1087.19995117
2001-11-05,1102.83996582
2001-11-06,1118.85998535
2001-11-07,1115.80004883
2001-11-08,1118.54003906
2001-11-09,1120.31005859
2001-11-12,1118.32995605
2001-11-13,1139.08996582
2001-11-14,1141.20996094
2001-11-15,1142.23999023
2001-11-16,1138.65002441
2001-11-19,1151.06005859
2001-11-20,1142.66003418
2001-11-21,1137.03002930
2001-11-23,1150.33996582
2001-11-26,1157.42004395
2001-11-27,1149.50000000
2001-11-28,1128.52001953
2001-11-29,1140.19995117
2001-11-30,1139.44995117
2001-12-03,1129.90002441
2001-12-04,1144.80004883
2001-12-05,1170.34997559
2001-12-06,1167.09997559
2001-12-07,1158.31005859
2001-12-10,1139.93005371
2001-12-11,1136.76000977
2001-12-12,1137.06994629
2001-12-13,1119.38000488
2001-12-14,1123.08996582
2001-12-17,1134.35998535
2001-12-18,1142.92004395
2001-12-19,1149.56005859
2001-12-20,1139.93005371
2001-12-21,1144.89001465
2001-12-24,1144.65002441
2001-12-26,1149.36999512
2001-12-27,1157.13000488
2001-12-28,1161.02001953
2001-12-31,1148.07995605
2002-01-02,1154.67004395
2002-01-03,1165.27001953
2002-01-04,1172.51000977
2002-01-07,1164.89001465
2002-01-08,1160.70996094
2002-01-09,1155.14001465
2002-01-10,1156.55004883
2002-01-11,1145.59997559
2002-01-14,1138.41003418
2002-01-15,1146.18994141
2002-01-16,1127.56994629
